Brand,Year,Model,Used,Manual Transmission,Cylinder.Engine,Liters.Engine,Fossil Fuel,Kilometres,Asia,Passenger Cars,SUV,Ute Tray,VAN,Doors,Seats,Price
Toyota,2005,Avensis,1,0,4,2.4,1,217000,1,1,0,0,0,4,7,7890
Subaru,2005,Impreza,1,1,4,2.0,1,130325,1,1,0,0,0,4,5,39990
Toyota,2005,Corolla,1,0,4,1.8,1,235572,1,1,0,0,0,4,5,6784
Lexus,2005,RX330,1,0,6,3.3,1,151505,1,0,1,0,0,4,5,11800
Honda,2005,Accord,1,0,4,2.4,1,176599,1,1,0,0,0,4,5,6999
Nissan,2005,Navara,1,1,4,3.0,1,411737,1,0,0,1,0,2,2,11990
Mercedes-Benz,2005,E240,1,0,6,2.6,1,207619,0,1,0,0,0,4,5,5999
Kia,2005,Sportage,1,0,6,2.7,1,309017,1,0,1,0,0,4,5,5940
Hyundai,2005,Terracan,1,0,4,2.9,1,282829,1,0,1,0,0,4,7,6350
Hyundai,2005,Terracan,1,0,4,2.9,1,409582,1,0,1,0,0,4,7,6950
Mercedes-Benz,2005,E55,1,0,8,5.4,1,183313,0,1,0,0,0,4,5,38990
Toyota,2005,Kluger,1,0,6,3.3,1,282693,1,0,1,0,0,4,5,8888
Nissan,2005,X-Trail,1,0,4,2.5,1,179514,1,0,1,0,0,4,5,6499
Nissan,2005,Pathfinder,1,0,4,2.5,1,262298,1,0,1,0,0,4,7,9990
Mazda,2005,6,1,0,4,2.3,1,189567,1,1,0,0,0,5,5,9799
Mazda,2005,3,1,0,4,2.0,1,299058,1,1,0,0,0,4,5,4800
Mercedes-Benz,2005,C180,1,0,4,1.8,1,136410,0,1,0,0,0,2,4,12990
Hyundai,2005,Terracan,1,0,4,2.9,1,206914,1,0,1,0,0,4,7,7990
Honda,2005,Accord,1,0,4,2.4,1,191000,1,1,0,0,0,4,5,8800
Toyota,2005,Camry,1,0,4,2.4,1,93618,1,1,0,0,0,4,5,10890
Volkswagen,2005,Polo,1,0,4,1.4,1,196573,0,1,0,0,0,5,5,8399
Toyota,2005,Echo,1,0,4,1.5,1,167087,1,1,0,0,0,4,5,7999
Nissan,2005,X-Trail,1,1,4,2.5,1,192870,1,0,1,0,0,4,5,8990
Land,2005,Rover,1,0,6,2.7,1,167000,0,0,1,0,0,4,5,19999
Nissan,2005,Patrol,1,1,6,4.2,1,449200,1,0,0,1,0,2,3,24999
Land,2005,Rover,1,0,6,2.9,1,176110,0,0,1,0,0,4,5,25888
Toyota,2005,Hilux,1,0,4,3.0,1,309107,1,0,0,1,0,4,5,19490
Toyota,2005,Landcruiser,1,1,6,4.2,1,297300,1,0,1,0,0,2,11,34999
Toyota,2005,Echo,1,0,4,1.3,1,80923,1,1,0,0,0,5,5,8999
Subaru,2005,Impreza,1,1,4,2.0,1,152252,1,1,0,0,0,4,5,38000
Hyundai,2005,Tucson,1,0,6,2.7,1,191317,1,0,1,0,0,4,5,8990
Lexus,2005,RX330,1,0,6,3.3,1,242545,1,0,1,0,0,4,5,13799
Toyota,2005,Kluger,1,0,6,3.3,1,148370,1,0,1,0,0,4,7,9999
Subaru,2005,Impreza,1,0,4,2.0,1,114251,1,1,0,0,0,4,5,10999
Toyota,2005,RAV4,1,0,4,2.4,1,253000,1,0,1,0,0,4,5,8999
Toyota,2005,RAV4,1,1,4,2.4,1,205605,1,0,1,0,0,4,5,11990
Mitsubishi,2005,Triton,1,1,4,2.4,1,143159,1,0,0,1,0,2,3,10505
Mazda,2005,3,1,0,4,2.0,1,221000,1,1,0,0,0,4,5,6999
Mitsubishi,2005,Triton,1,1,6,3.0,1,296000,1,0,0,1,0,4,5,8900
Mercedes-Benz,2005,CLK500,1,0,8,5.0,1,156223,0,1,0,0,0,2,5,24990
Kia,2005,RIO,1,0,4,1.6,1,194000,1,1,0,0,0,4,5,5950
Toyota,2005,Corolla,1,0,4,1.8,1,232123,1,1,0,0,0,5,5,7999
Peugeot,2005,407,1,1,4,2.2,1,162170,0,1,0,0,0,4,5,7990
BMW,2005,320I,1,0,4,2.0,1,118126,0,1,0,0,0,4,5,9999
Toyota,2005,Prius,1,0,4,1.5,0,200030,1,1,0,0,0,5,5,12999
Toyota,2005,HiAce,1,1,4,2.7,1,269000,1,0,0,0,1,4,3,16499
Honda,2005,Accord,1,0,4,2.4,1,225321,1,1,0,0,0,4,5,7500
Toyota,2005,Landcruiser,1,0,6,4.0,1,293460,1,0,1,0,0,4,8,14999
Lexus,2005,RX330,1,0,6,3.3,1,244039,1,0,1,0,0,4,5,15999
Nissan,2005,Navara,1,1,4,2.5,1,274360,1,0,0,1,0,4,5,9999
Ferrari,2005,612,1,0,12,5.7,1,49233,0,1,0,0,0,2,2,259880
Mitsubishi,2005,Magna,1,0,6,3.5,1,261630,1,1,0,0,0,4,5,5999
Hyundai,2005,Terracan,1,0,4,2.9,1,309385,1,0,1,0,0,4,7,7500
Honda,2005,CR-V,1,0,4,2.4,1,265000,1,0,1,0,0,4,5,8500
Toyota,2005,Corolla,1,1,4,1.8,1,207000,1,1,0,0,0,5,5,6499
Nissan,2005,Maxima,1,0,6,3.5,1,165201,1,1,0,0,0,4,5,8499
Kia,2005,Sportage,1,0,6,2.7,1,251243,1,0,1,0,0,4,5,8499
Mitsubishi,2005,Lancer,1,1,4,2.0,1,198278,1,1,0,0,0,4,5,4990
Toyota,2005,Landcruiser,1,1,6,4.2,1,236287,1,0,1,0,0,4,8,37990
Toyota,2005,Camry,1,0,6,3.0,1,228299,1,1,0,0,0,4,5,6999
Toyota,2005,Landcruiser,1,1,6,4.2,1,251045,1,0,1,0,0,4,8,39970
Hyundai,2005,Terracan,1,1,4,2.9,1,194090,1,0,1,0,0,4,7,9990
Subaru,2005,Forester,1,1,4,2.5,1,230000,1,0,1,0,0,4,5,8999
Nissan,2005,Patrol,1,1,6,4.2,1,259809,1,0,0,1,0,2,3,29990
Volkswagen,2005,Golf,1,1,4,2.0,1,241792,0,1,0,0,0,5,5,7990
Toyota,2005,Camry,1,0,4,2.4,1,246947,1,1,0,0,0,4,5,5999
Toyota,2005,HiAce,1,0,4,2.5,1,202406,1,0,0,0,1,4,3,21900
Toyota,2005,HiAce,1,1,4,2.7,1,372446,1,0,0,0,1,4,3,14995
Toyota,2005,Landcruiser,1,0,4,3.0,1,299451,1,0,1,0,0,4,8,22880
Subaru,2005,Outback,1,0,4,2.5,1,200780,1,0,1,0,0,4,5,4995
Toyota,2005,Landcruiser,1,1,6,4.2,1,361771,1,0,1,0,0,4,8,34999
Mercedes-Benz,2005,SL500,1,0,8,5.0,1,78774,0,1,0,0,0,2,2,47950
Subaru,2005,Impreza,1,1,4,2.5,1,152262,1,1,0,0,0,4,5,35000
Volkswagen,2005,Golf,1,1,4,2.0,1,126110,0,1,0,0,0,5,5,8888
Toyota,2005,Camry,1,0,4,2.4,1,256754,1,1,0,0,0,4,5,7430
Mazda,2005,Tribute,1,0,6,3.0,1,185256,1,0,1,0,0,4,5,9900
Toyota,2005,Camry,1,0,6,3.0,1,197000,1,1,0,0,0,4,5,6900
Mercedes-Benz,2006,ML320,1,0,6,3.0,1,212953,0,0,1,0,0,4,5,9998
Toyota,2006,Corolla,1,0,4,1.8,1,238016,1,1,0,0,0,5,5,5999
Toyota,2006,Camry,1,0,4,2.4,1,260901,1,1,0,0,0,4,5,6990
Mazda,2006,3,1,1,4,2.3,1,180139,1,1,0,0,0,5,5,15995
Lexus,2006,RX350,1,0,6,3.5,1,199571,1,0,1,0,0,4,5,10990
Subaru,2006,Forester,1,0,4,2.5,1,155068,1,0,1,0,0,4,5,7950
Toyota,2006,Landcruiser,1,0,8,4.7,1,233001,1,0,1,0,0,4,8,28990
Mazda,2006,3,1,1,4,2.3,1,220156,1,1,0,0,0,5,5,14880
Toyota,2006,Hilux,1,0,6,4.0,1,334566,1,0,0,1,0,4,5,19990
Toyota,2006,RAV4,1,0,4,2.4,1,172338,1,0,1,0,0,4,5,14995
Mercedes-Benz,2006,ML350,1,0,6,3.5,1,240953,0,0,1,0,0,4,5,8999
Mitsubishi,2006,380,1,0,6,3.8,1,228024,1,1,0,0,0,4,5,4500
BMW,2006,320I,1,0,4,2.0,1,140427,0,1,0,0,0,4,5,7999
Audi,2006,Q7,1,0,8,4.2,1,221294,0,0,1,0,0,4,5,18995
Toyota,2006,HiAce,1,0,4,2.7,1,318650,1,0,0,0,1,4,3,13999
Honda,2006,Accord,1,0,6,3.0,1,209508,1,1,0,0,0,4,5,6949
Toyota,2006,Yaris,1,0,4,1.3,1,229569,1,1,0,0,0,5,5,7949
Suzuki,2006,Swift,1,0,4,1.5,1,155012,1,1,0,0,0,5,5,7999
BMW,2006,X3,1,0,6,2.5,1,229021,0,0,1,0,0,4,5,10880
Volkswagen,2006,Golf,1,0,4,2.0,1,149067,0,1,0,0,0,5,5,11990
Honda,2006,Jazz,1,0,4,1.5,1,120105,1,1,0,0,0,5,5,8990
Toyota,2006,Kluger,1,0,6,3.3,1,247004,1,0,1,0,0,4,7,7750
Toyota,2006,Camry,1,0,4,2.4,1,177268,1,1,0,0,0,4,5,9990
Subaru,2006,Forester,1,0,4,2.5,1,151046,1,0,1,0,0,4,5,6995
Toyota,2006,Corolla,1,0,4,1.8,1,222315,1,1,0,0,0,4,5,6350
Honda,2006,Civic,1,0,4,1.8,1,99000,1,1,0,0,0,4,5,9949
Nissan,2006,Navara,1,1,4,3.0,1,278775,1,0,0,1,0,4,5,11999
Mazda,2006,6,1,0,4,2.3,1,205123,1,1,0,0,0,4,5,9995
Mazda,2006,3,1,0,4,2.3,1,153798,1,1,0,0,0,4,5,9990
Volkswagen,2006,Multivan,1,0,6,3.2,1,322043,0,0,0,0,1,4,7,9999
Nissan,2006,Navara,1,1,4,2.5,1,174044,1,0,0,1,0,4,5,26913
Subaru,2006,Impreza,1,1,4,2.5,1,193361,1,1,0,0,0,4,5,17888
Honda,2006,Jazz,1,0,4,1.5,1,110743,1,1,0,0,0,5,5,9990
Volkswagen,2006,Jetta,1,0,4,2.0,1,193100,0,1,0,0,0,4,5,7990
Mitsubishi,2006,Pajero,1,0,6,3.8,1,162001,1,0,1,0,0,4,7,18970
Nissan,2006,X-Trail,1,0,4,2.5,1,158100,1,0,1,0,0,4,5,9990
Suzuki,2006,Swift,1,1,4,1.5,1,148067,1,1,0,0,0,5,5,7995
Toyota,2006,Hilux,1,0,4,3.0,1,520991,1,0,0,1,0,4,5,14900
Subaru,2006,Forester,1,0,4,2.5,1,257874,1,0,1,0,0,4,5,5995
Nissan,2006,X-Trail,1,0,4,2.5,1,282208,1,0,1,0,0,4,5,6980
BMW,2006,M5,1,0,10,5.0,1,138205,0,1,0,0,0,4,5,44990
Toyota,2006,RAV4,1,0,4,2.4,1,274024,1,0,1,0,0,4,5,7800
Mini,2006,Cooper,1,1,4,1.6,1,107151,0,1,0,0,0,2,4,12995
Nissan,2006,X-Trail,1,1,4,2.5,1,216577,1,0,1,0,0,4,5,5990
Honda,2006,Civic,1,0,4,1.8,1,98675,1,1,0,0,0,4,5,9999
Toyota,2006,HiAce,1,0,4,2.7,1,312315,1,0,0,0,1,3,14,19913
Nissan,2006,Patrol,1,0,6,4.8,1,228460,1,0,1,0,0,4,7,20990
Mitsubishi,2006,380,1,0,6,3.8,1,241541,1,1,0,0,0,4,5,6284
Mercedes-Benz,2006,C230,1,0,6,2.5,1,79585,0,1,0,0,0,4,5,13999
Peugeot,2006,307,1,0,4,2.0,1,203090,0,1,0,0,0,4,5,6999
Toyota,2006,RAV4,1,0,4,2.4,1,241645,1,0,1,0,0,4,5,11990
Mazda,2006,6,1,0,4,2.3,1,148000,1,1,0,0,0,4,5,7800
BMW,2006,323I,1,0,6,2.5,1,105282,0,1,0,0,0,4,5,14990
Mitsubishi,2006,Outlander,1,0,4,2.4,1,226000,1,0,1,0,0,4,5,11888
Mazda,2006,3,1,1,4,2.3,1,151606,1,1,0,0,0,5,5,14990
Nissan,2006,Pathfinder,1,0,4,2.5,1,252488,1,0,1,0,0,4,7,11990
Mercedes-Benz,2006,CLS350,1,0,6,3.5,1,130230,0,1,0,0,0,4,4,19990
Honda,2006,Civic,1,0,4,1.8,1,152117,1,1,0,0,0,4,5,9650
Mitsubishi,2006,Pajero,1,1,4,3.2,1,342530,1,0,1,0,0,4,7,12975
Mazda,2006,MX-5,1,1,4,2.0,1,196657,1,1,0,0,0,2,2,17790
Kia,2006,K2700,1,1,4,2.7,1,378604,1,0,0,0,1,2,3,7999
Kia,2006,Cerato,1,0,4,2.0,1,69563,1,1,0,0,0,5,5,7999
Mazda,2006,BT-50,1,1,4,2.5,1,314025,1,0,0,1,0,2,3,8999
Mazda,2006,Tribute,1,0,6,3.0,1,254957,1,0,1,0,0,4,5,8999
Mazda,2006,3,1,0,4,2.3,1,116431,1,1,0,0,0,5,5,12990
Toyota,2006,Hilux,1,0,4,3.0,1,232908,1,0,0,1,0,4,5,25996
Honda,2006,Accord,1,0,4,2.4,1,221126,1,1,0,0,0,4,5,9499
Mazda,2006,3,1,1,4,2.3,1,234410,1,1,0,0,0,4,5,7999
Mercedes-Benz,2006,GL320,1,0,6,3.0,1,227444,0,0,1,0,0,4,7,14988
Toyota,2006,HiAce,1,1,4,3.0,1,409321,1,0,0,0,1,3,14,14999
BMW,2006,X3,1,0,6,2.5,1,167860,0,0,1,0,0,4,5,12499
Toyota,2006,Corolla,1,1,4,1.8,1,103279,1,1,0,0,0,4,5,6999
Toyota,2006,Landcruiser,1,0,4,3.0,1,332659,1,0,1,0,0,4,8,14999
Subaru,2006,Impreza,1,1,4,2.0,1,288000,1,1,0,0,0,4,5,6500
Mercedes-Benz,2006,Vito,1,1,4,2.1,1,317500,0,0,0,0,1,4,2,7999
Nissan,2006,Navara,1,1,4,3.0,1,275000,1,0,0,1,0,4,5,10997
Honda,2006,Civic,1,1,4,1.8,1,225148,1,1,0,0,0,4,5,6999
Mazda,2006,3,1,0,4,2.3,1,208048,1,1,0,0,0,4,5,6995
Toyota,2006,RAV4,1,0,4,2.4,1,210512,1,0,1,0,0,4,5,11990
Mercedes-Benz,2006,ML500,1,0,8,5.0,1,160277,0,0,1,0,0,4,5,14999
Mazda,2006,CX-7,1,0,4,2.3,1,245929,1,0,1,0,0,4,5,8999
Toyota,2006,Corolla,1,0,4,1.8,1,152655,1,1,0,0,0,5,5,8990
Subaru,2006,Impreza,1,0,4,2.0,1,142000,1,1,0,0,0,5,5,9999
Subaru,2006,Liberty,1,1,4,2.0,1,194000,1,1,0,0,0,4,5,9999
Hyundai,2006,Getz,1,1,4,1.6,1,264741,1,1,0,0,0,3,5,4999
Toyota,2006,Hilux,1,0,6,4.0,1,340994,1,0,0,1,0,4,5,10999
Toyota,2006,Corolla,1,0,4,1.8,1,154725,1,1,0,0,0,4,5,10990
Toyota,2006,RAV4,1,0,4,2.4,1,210000,1,0,1,0,0,4,5,9990
Suzuki,2006,APV,1,1,4,1.6,1,307806,1,0,0,0,1,4,2,6999
Toyota,2006,Tarago,1,0,4,2.4,1,229876,1,1,0,0,0,4,8,11999
Hyundai,2006,Santa,1,0,6,2.7,1,249000,1,0,1,0,0,4,5,6900
Toyota,2006,Hilux,1,0,6,4.0,1,382293,1,0,0,1,0,4,5,9999
Nissan,2006,Navara,1,1,4,3.0,1,188881,1,0,0,1,0,4,5,15990
Mercedes-Benz,2006,Vito,1,0,4,2.1,1,354367,0,1,0,0,0,4,8,12990
Toyota,2006,Hilux,1,1,6,4.0,1,330968,1,0,0,1,0,4,5,16250
Mercedes-Benz,2006,Vito,1,0,4,2.1,1,128100,0,0,0,0,1,4,5,16990
Land,2006,Rover,1,0,6,2.7,1,206133,0,0,1,0,0,4,5,16990
Mazda,2006,3,1,1,4,2.3,1,133205,1,1,0,0,0,4,5,6990
Toyota,2006,Landcruiser,1,0,8,4.7,1,365219,1,0,1,0,0,4,8,24990
Toyota,2006,Camry,1,0,4,2.4,1,170018,1,1,0,0,0,4,5,7490
Mercedes-Benz,2006,ML350,1,0,6,3.5,1,80230,0,0,1,0,0,4,5,13990
Toyota,2006,Tarago,1,0,4,2.4,1,226735,1,1,0,0,0,4,8,13988
Toyota,2006,Corolla,1,1,4,1.8,1,247025,1,1,0,0,0,4,5,5990
Mitsubishi,2006,Triton,1,1,4,3.2,1,281100,1,0,0,1,0,4,5,14990
Suzuki,2006,Swift,1,1,4,1.5,1,86125,1,1,0,0,0,5,5,10999
Subaru,2006,Liberty,1,0,6,3.0,1,190830,1,1,0,0,0,4,5,8990
Toyota,2006,Landcruiser,1,1,6,4.2,1,267126,1,0,1,0,0,4,6,35990
Toyota,2006,Landcruiser,1,0,4,3.0,1,278907,1,0,1,0,0,4,8,29990
Toyota,2006,Hilux,1,1,4,3.0,1,318100,1,0,0,1,0,4,5,13700
Hyundai,2006,Accent,1,0,4,1.6,1,135700,1,1,0,0,0,4,5,8990
Toyota,2006,Camry,1,0,4,2.4,1,233081,1,1,0,0,0,4,5,7990
Toyota,2006,RAV4,1,0,4,2.4,1,193158,1,0,1,0,0,4,5,12998
Toyota,2006,Hilux,1,1,4,2.7,1,231446,1,0,0,1,0,4,5,12998
Toyota,2006,Hilux,1,1,4,3.0,1,401795,1,0,0,1,0,4,5,15990
Hyundai,2006,Getz,1,0,4,1.6,1,237598,1,1,0,0,0,5,5,5985
Mitsubishi,2006,Pajero,1,0,6,3.8,1,149953,1,0,1,0,0,4,7,15990
Nissan,2006,Tiida,1,0,4,1.8,1,203316,1,1,0,0,0,4,5,6990
Toyota,2006,Tarago,1,0,4,2.4,1,189311,1,1,0,0,0,4,8,14990
Mercedes-Benz,2006,CLS500,1,0,8,5.0,1,265584,0,1,0,0,0,4,4,12950
Toyota,2006,Landcruiser,1,0,6,4.2,1,429513,1,0,1,0,0,4,8,37999
Mazda,2006,MPV,1,0,6,3.0,1,196082,1,1,0,0,0,4,7,6999
Nissan,2006,Navara,1,1,4,3.0,1,230114,1,0,0,1,0,4,5,12990
Toyota,2006,Landcruiser,1,0,4,3.0,1,365000,1,0,1,0,0,4,8,18990
Honda,2006,Odyssey,1,0,4,2.4,1,210358,1,1,0,0,0,4,7,7777
Mazda,2006,2,1,1,4,1.5,1,115602,1,1,0,0,0,5,4,5990
Nissan,2006,Navara,1,1,4,3.0,1,457207,1,0,0,1,0,4,5,7995
Mercedes-Benz,2006,ML500,1,0,8,5.0,1,210338,0,0,1,0,0,4,5,16995
Suzuki,2006,Swift,1,1,4,1.5,1,170808,1,1,0,0,0,5,5,4950
Toyota,2006,Avensis,1,0,4,2.4,1,200206,1,1,0,0,0,4,7,6995
Aston,2006,Martin,1,0,12,5.9,1,94496,0,1,0,0,0,2,4,94999
Alfa,2006,Romeo,1,1,4,2.0,1,90000,0,1,0,0,0,4,5,88
Mazda,2006,6,1,0,4,2.3,1,211889,1,1,0,0,0,5,5,8990
Toyota,2006,Hilux,1,0,4,3.0,1,273520,1,0,0,1,0,4,5,18049
Toyota,2006,HiAce,1,0,4,2.5,1,204140,1,0,0,0,1,4,3,24990
Mazda,2006,B4000,1,0,6,4.0,1,205829,1,0,0,1,0,4,5,14499
Toyota,2007,Yaris,1,0,4,1.5,1,264691,1,1,0,0,0,4,5,7949
Toyota,2007,Corolla,1,0,4,1.8,1,177751,1,1,0,0,0,4,5,10990
Toyota,2007,RAV4,1,0,4,2.4,1,106718,1,0,1,0,0,4,5,14999
Mazda,2007,6,1,1,4,2.3,1,102496,1,1,0,0,0,5,5,7920
Mazda,2007,6,1,0,4,2.3,1,223898,1,1,0,0,0,5,5,7600
Toyota,2007,HiAce,1,1,4,2.7,1,222603,1,0,0,0,1,4,3,17990
Toyota,2007,Corolla,1,0,4,1.8,1,250318,1,1,0,0,0,5,5,10990
Volkswagen,2007,Golf,1,0,4,2.0,1,160523,0,1,0,0,0,3,5,10990
Audi,2007,A4,1,0,4,2.0,1,168901,0,1,0,0,0,4,5,7950
Toyota,2007,Corolla,1,0,4,1.8,1,236946,1,1,0,0,0,4,5,8880
Nissan,2007,Patrol,1,1,4,3.0,1,165374,1,0,1,0,0,4,7,32950
Toyota,2007,RAV4,1,1,4,2.4,1,192415,1,0,1,0,0,4,5,10999
Mazda,2007,3,1,0,4,2.0,1,235600,1,1,0,0,0,5,5,7995
Toyota,2007,Camry,1,0,4,2.4,1,176886,1,1,0,0,0,4,5,11990
Nissan,2007,Patrol,1,0,4,3.0,1,285146,1,0,1,0,0,4,7,24990
Toyota,2007,Aurion,1,0,6,3.5,1,151117,1,1,0,0,0,4,5,9949
Honda,2007,Accord,1,0,4,2.4,1,210012,1,1,0,0,0,4,5,6990
Mazda,2007,3,1,0,4,2.3,1,240936,1,1,0,0,0,4,5,5499
Volkswagen,2007,Golf,1,1,4,2.0,1,147681,0,1,0,0,0,5,5,12990
Toyota,2007,Tarago,1,0,6,3.5,1,209970,1,1,0,0,0,4,7,15990
Toyota,2007,Hilux,1,1,4,3.0,1,302602,1,0,0,1,0,4,5,18999
Lexus,2007,RX350,1,0,6,3.5,1,202918,1,0,1,0,0,4,5,10950
Honda,2007,Jazz,1,0,4,1.3,1,220108,1,1,0,0,0,5,5,6490
Mitsubishi,2007,Outlander,1,0,6,3.0,1,214591,1,0,1,0,0,4,7,8990
Toyota,2007,Corolla,1,0,4,1.8,1,304699,1,1,0,0,0,5,5,8995
Nissan,2007,Navara,1,1,4,2.5,1,254246,1,0,0,1,0,4,5,10990
Subaru,2007,Forester,1,0,4,2.5,1,222000,1,0,1,0,0,4,5,7950
Volkswagen,2007,EOS,1,0,4,2.0,1,192158,0,1,0,0,0,2,4,11490
Mazda,2007,3,1,0,4,2.3,1,160796,1,1,0,0,0,4,5,7750
Volkswagen,2007,EOS,1,0,4,2.0,1,130259,0,1,0,0,0,2,4,9420
Volkswagen,2007,EOS,1,0,4,2.0,1,159876,0,1,0,0,0,2,4,15990
BMW,2007,320I,1,0,4,2.0,1,180001,0,1,0,0,0,4,5,5999
Mitsubishi,2007,Express,1,1,4,2.4,1,157296,1,0,0,0,1,2,2,11460
Toyota,2007,Corolla,1,0,4,1.8,1,262648,1,1,0,0,0,4,5,11990
Toyota,2007,Camry,1,0,4,2.4,1,140724,1,1,0,0,0,4,5,12750
Volkswagen,2007,Passat,1,0,4,2.0,1,134893,0,1,0,0,0,4,5,6990
Toyota,2007,Corolla,1,0,4,1.8,1,174500,1,1,0,0,0,5,5,7995
Mazda,2007,CX-9,1,0,6,3.7,1,202478,1,0,1,0,0,4,7,11777
Mercedes-Benz,2007,Viano,1,0,4,2.1,1,228550,0,1,0,0,0,4,7,21990
Toyota,2007,Landcruiser,1,0,4,3.0,1,259770,1,0,1,0,0,4,8,20990
Toyota,2007,Hilux,1,1,4,3.0,1,305785,1,0,0,1,0,2,4,18499
Mitsubishi,2007,Pajero,1,0,4,3.2,1,268163,1,0,1,0,0,4,7,14990
Subaru,2007,Forester,1,0,4,2.5,1,226288,1,0,1,0,0,4,5,11990
Toyota,2007,Yaris,1,0,4,1.5,1,71800,1,1,0,0,0,3,5,9900
Mercedes-Benz,2007,S65,1,0,12,6.0,1,76050,0,1,0,0,0,4,5,89950
Toyota,2007,Aurion,1,0,6,3.5,1,149436,1,1,0,0,0,4,5,13995
Volkswagen,2007,Golf,1,0,4,2.0,1,166343,0,1,0,0,0,5,5,12990
Mazda,2007,CX-9,1,0,6,3.7,1,154163,1,0,1,0,0,4,7,14990
Mazda,2007,RX-8,1,0,2,1.3,1,105536,1,1,0,0,0,4,4,16995
Mazda,2007,6,1,1,4,2.3,1,177085,1,1,0,0,0,5,5,5950
Subaru,2007,Impreza,1,1,4,2.0,1,165664,1,1,0,0,0,5,5,9980
Toyota,2007,Landcruiser,1,0,8,4.7,1,350465,1,0,1,0,0,4,8,29999
Nissan,2007,Tiida,1,0,4,1.8,1,98453,1,1,0,0,0,5,5,9990
Nissan,2007,Navara,1,0,6,4.0,1,206477,1,0,0,1,0,4,5,15998
Kia,2007,Cerato,1,1,4,2.0,1,139350,1,1,0,0,0,4,5,8990
Mazda,2007,BT-50,1,1,4,3.0,1,225483,1,0,0,1,0,2,4,12800
Audi,2007,A4,1,0,6,3.1,1,199987,0,1,0,0,0,4,5,13888
Volkswagen,2007,Jetta,1,0,4,2.0,1,207512,0,1,0,0,0,4,5,5840
Honda,2007,Odyssey,1,0,4,2.4,1,268546,1,1,0,0,0,4,7,6999
Hyundai,2007,Santa,1,0,4,2.2,1,221807,1,0,1,0,0,4,5,6995
Toyota,2007,Aurion,1,0,6,3.5,1,314536,1,1,0,0,0,4,5,5950
Subaru,2007,Liberty,1,1,4,2.5,1,188094,1,1,0,0,0,4,5,8850
Porsche,2007,911,1,1,6,3.6,1,17648,0,1,0,0,0,2,2,309911
Honda,2007,CR-V,1,0,4,2.4,1,275920,1,0,1,0,0,4,5,7999
Kia,2007,Cerato,1,0,4,2.0,1,163829,1,1,0,0,0,5,5,8499
Mazda,2007,3,1,0,4,2.0,1,126483,1,1,0,0,0,4,5,12990
Toyota,2007,Corolla,1,0,4,1.8,1,174693,1,1,0,0,0,5,5,11990
Subaru,2007,Impreza,1,0,4,2.0,1,165205,1,1,0,0,0,5,5,11990
Mercedes-Benz,2007,ML320,1,0,6,3.0,1,252600,0,0,1,0,0,4,5,13990
Toyota,2007,HiAce,1,1,4,2.7,1,89846,1,0,0,0,1,4,3,19999
Mercedes-Benz,2007,CLK63,1,0,8,6.2,1,139012,0,1,0,0,0,2,5,49990
Kia,2007,RIO,1,0,4,1.4,1,175709,1,1,0,0,0,5,5,5499
Toyota,2007,Camry,1,0,4,2.4,1,140824,1,1,0,0,0,4,5,12750
Mercedes-Benz,2007,Vito,1,1,4,2.1,1,173821,0,0,0,0,1,4,2,15990
Mazda,2007,3,1,0,4,2.0,1,221887,1,1,0,0,0,4,5,8990
Honda,2007,Jazz,1,0,4,1.5,1,244000,1,1,0,0,0,5,5,7990
Suzuki,2007,SX4,1,0,4,2.0,1,285211,1,1,0,0,0,5,5,7990
Audi,2007,Q7,1,0,6,3.0,1,272450,0,0,1,0,0,4,5,9999
Toyota,2007,Camry,1,0,4,2.4,1,212140,1,1,0,0,0,4,5,9989
Mercedes-Benz,2007,B200,1,0,4,2.0,1,141256,0,1,0,0,0,5,5,9990
Mitsubishi,2007,Pajero,1,0,4,3.2,1,382303,1,0,1,0,0,4,7,13488
Honda,2007,Civic,1,0,4,2.0,1,213192,1,1,0,0,0,4,5,8990
Toyota,2007,Corolla,1,0,4,1.8,1,176897,1,1,0,0,0,5,5,12496
Toyota,2007,Corolla,1,0,4,1.8,1,175184,1,1,0,0,0,5,5,11990
Mazda,2007,2,1,0,4,1.5,1,197765,1,1,0,0,0,5,5,9999
Audi,2007,A6,1,0,6,3.0,1,212599,0,1,0,0,0,4,5,11999
Toyota,2007,Landcruiser,1,0,4,3.0,1,347137,1,0,1,0,0,4,8,22490
Mazda,2007,BT-50,1,0,4,3.0,1,237415,1,0,0,1,0,4,5,15990
Nissan,2007,Tiida,1,0,4,1.8,1,191275,1,1,0,0,0,5,5,8990
Honda,2007,CR-V,1,0,4,2.4,1,119000,1,0,1,0,0,4,5,12995
Toyota,2007,Aurion,1,0,6,3.5,1,153673,1,1,0,0,0,4,5,11990
Subaru,2007,Outback,1,1,4,2.5,1,170857,1,0,1,0,0,4,5,9990
Mitsubishi,2007,Lancer,1,1,4,2.4,1,154805,1,1,0,0,0,4,5,8990
Toyota,2007,HiAce,1,0,4,3.0,1,245124,1,0,0,0,1,3,14,27999
Hyundai,2007,Tucson,1,0,4,2.0,1,239417,1,0,1,0,0,4,5,6998
Toyota,2007,Aurion,1,0,6,3.5,1,207299,1,1,0,0,0,4,5,7999
Nissan,2007,Patrol,1,0,4,3.0,1,350000,1,0,1,0,0,4,7,25987
